week,cmkt_own,csmb_own,cmom_own,cmkt,csize,cmom
202023,0.02814703589760525,0.016089089476732207,0.12505556776735988,0.028,0.055,0.091
202024,-0.03442042046454906,0.0847429566051528,0.02555238223147042,-0.032,0.041,-0.006
202025,0.016319731802758985,0.07229626054519478,-0.01408700820269742,0.016,0.097,0.001
202026,-0.054888663907312674,0.02466971832463783,0.011834637795005862,-0.056,0.022,-0.025
202027,0.03485082088606829,0.053863273173513075,0.024211284532111185,0.032,0.025,0.076
202028,0.014568046926586897,0.05325566875336703,0.039294982821733646,0.011,0.05,0.031
202029,0.014242329267431983,0.08050622582196844,-0.008239176537694775,0.015,0.091,0.012
202030,0.15827372231357112,-0.021910026383176268,-0.08603254074619152,0.164,-0.098,-0.101
202031,0.06270860833016707,0.06716111445622243,0.11201196779981976,0.065,0.014,0.141
202032,0.016428592388001637,0.09262145738993229,-0.06598777667103531,0.06,0.056,0.07
202033,0.07080278152972137,0.07927718933384256,0.03919256983838666,0.053,0.074,0.047
202034,-0.05478461579602283,0.04052507399267889,-0.015681094259060786,-0.039,0.065,0.04
202035,0.08816993590936331,0.0535210455297838,0.05407437070790789,0.014,0.036,0.02
202036,-0.19047273914061286,0.02408097933162845,-0.06015805631258089,-0.14,-0.07,-0.05
202037,0.0588008695703135,0.01018344219855881,0.012367977899710227,0.04,0.004,0.015
202038,-0.04289163481168796,0.012553978726681975,0.07913123243329413,-0.063,0.05,0.083
202039,0.03942057669784046,0.016522686344263404,-0.00799730076332935,0.035,-0.026,-0.043
202040,-0.04020284561924792,0.014215374869662522,0.03300278734603564,0.002,0.022,0.025
202041,0.08789233577890604,0.02169487096890016,-0.033772784705757605,0.065,-0.016,0.034
202042,0.0033815477650471905,-0.012045339255066794,0.0059096585536538015,-0.006,-0.006,-0.017
202043,0.12010178605107219,-0.04871797523128557,0.0834492555185521,0.073,-0.092,0.072
202044,-0.010630568708170912,-0.01975966183176822,0.08292672209019539,0.002,-0.063,0.042
202045,0.10125384985838616,0.03690476394019844,-0.09907931878815186,0.115,-0.062,0.047
202046,0.12754295410435051,-0.0536525520006256,0.03953554334529177,0.072,-0.028,0.019
202047,0.1532695882800567,-0.020513101228744307,-0.027141826259420396,0.164,-0.068,-0.033
202048,-0.033411710046934336,0.037470911342384755,-0.1079466539909913,0.047,-0.052,-0.02
202049,-0.06064410855952564,0.09614390270089543,-0.02208124784869876,-0.026,-0.001,-0.014
202050,0.03628600798615845,0.026081468437490755,-0.058708743303171634,-0.011,0.02,-0.031
202051,0.16340269055899379,-0.051955079146789596,-0.017873439112473504,0.132,-0.115,0.015
202052,0.1642115481676603,-0.05949005076960581,0.22470158689936606,0.188,-0.147,0.261
202101,0.37736079856319943,-0.09881917780023719,-0.06591407954176191,0.311,-0.085,-0.064
202102,0.004122290201833048,0.06479547758480365,0.007974641430824207,0.004,0.016,-0.092
202103,-0.16937817616283277,0.1541707182848432,-0.1201536987445609,0.014,0.161,-0.026
202104,0.10745817174828072,0.12275782059749903,0.09736987473795349,-0.121,0.122,-0.002
202105,0.14100401829470716,0.13567501198352078,0.07794444946475153,0.254,0.132,0.09
202106,0.29231841349084153,0.15097990934285105,0.1230431939671773,0.2,0.048,0.172
202107,0.09539067516525145,0.26757577543051175,0.01657914772283045,0.144,0.305,-0.054
202108,-0.10743212938537633,0.06999964560143278,0.008819224977101359,-0.038,0.034,0.107
202109,0.04507784945254246,0.05684884065771751,0.015262816742025807,0.013,0.074,0.014
202110,0.17083530314739975,0.10978149584289959,0.11774545174103962,0.097,0.078,0.042
202111,0.008409618381562631,0.3209370270205643,0.03759703516505768,0.054,0.233,0.155
202112,-0.09413235256379363,0.18561398636283968,0.07939449753342569,-0.102,0.177,0.081
202113,0.17977840668806727,0.2442076920050271,0.07387017796627304,0.145,0.175,0.079
