target_week,yyyyww,n_coins,n_selected,selected,lam,aicc,n_pooled
572,202452,1856,13,1 4 6 9 12 13 16 18 19 20 22 24 26,0.0001925930784739417,-287730.8605423358,79987
573,202501,1873,14,0 4 6 9 12 13 16 17 18 19 20 22 24 26,0.00018105573335219167,-289947.24870054476,80474
574,202502,1909,13,0 4 9 12 13 16 17 18 19 20 22 24 26,0.00015792550099375316,-292045.5069531561,81004
575,202503,1901,21,0 1 2 5 7 8 9 10 11 12 13 16 17 18 19 20 22 23 24 26 27,1.0279651095228104e-06,-294373.4100904859,81528
576,202504,1889,18,1 2 5 7 9 10 11 13 16 18 19 20 21 22 23 24 26 27,1.0061767808127875e-06,-295830.4968291883,82071
577,202505,1880,16,1 2 5 7 9 10 13 16 18 19 21 22 23 24 26 27,4.147089152261874e-06,-296504.56686272536,82356
578,202506,1852,16,1 2 5 7 8 10 11 13 16 19 21 22 23 24 26 27,9.842708479917638e-07,-298069.5171704605,82847
579,202507,1855,16,1 2 5 7 8 10 11 13 16 19 21 22 23 24 26 27,1.071674123784828e-06,-300165.5495907372,83278
580,202508,1855,16,1 2 5 7 8 10 11 13 16 19 21 22 23 24 26 27,1.2242419758835155e-06,-302286.80464991234,83697
581,202509,1849,18,1 2 5 7 8 9 10 11 13 16 17 19 21 22 23 24 26 27,1.2241920794916374e-06,-304399.0468699139,84096
582,202510,1843,16,1 2 5 7 8 10 11 13 16 19 21 22 23 24 26 27,1.281684244999428e-06,-310199.143864629,84472
583,202511,1774,15,1 2 5 7 9 11 13 16 19 21 22 23 24 26 27,1.4784969463703857e-06,-313819.2618262734,84775
584,202512,1785,15,2 5 7 9 10 11 13 16 19 21 22 23 24 26 27,1.4490786067639895e-06,-316337.7376818045,85035
585,202513,1815,13,2 5 7 9 10 13 16 21 22 23 24 26 27,1.2885631880110094e-06,-318027.3944729021,85293
586,202514,1784,14,2 5 7 8 10 13 16 20 21 22 23 24 26 27,1.4295797166925127e-06,-320618.312465922,85532
587,202515,1752,15,2 5 7 8 10 13 16 19 20 21 22 23 24 26 27,1.4166711913061123e-06,-321536.5499724232,85712
588,202516,1756,16,2 5 7 8 10 12 13 16 19 20 21 22 23 24 26 27,1.336498149822184e-06,-321438.69360028766,85913
589,202517,1759,15,2 5 7 8 10 12 13 16 20 21 22 23 24 26 27,1.19288012404328e-06,-321039.22122599185,86108
590,202518,1772,15,2 5 7 8 10 12 13 16 20 21 22 23 24 26 27,1.0588784983211736e-06,-320515.81131731806,86310
591,202519,1803,15,2 5 7 8 10 12 13 16 20 21 22 23 24 26 27,1.120650230724827e-06,-321173.00587605085,86524
592,202520,1870,14,0 2 7 10 12 13 16 17 21 22 23 24 26 27,1.0615547097133318e-06,-316297.23876520415,86829
593,202521,1851,16,0 2 7 8 10 12 13 16 17 20 21 22 23 24 26 27,1.1419531127473926e-06,-317681.096867374,87177
594,202522,1855,15,0 2 7 8 10 12 13 16 17 21 22 23 24 26 27,1.068858414818842e-06,-319399.1468094876,87444
595,202523,1841,14,0 2 7 10 12 13 16 17 21 22 23 24 26 27,1.073954882311915e-06,-320531.1459038603,87634
596,202524,1848,14,0 2 7 10 12 13 16 17 21 22 23 24 26 27,1.064836914428731e-06,-321161.52527851856,87806
597,202525,1846,14,0 1 7 10 12 13 16 17 21 22 23 24 26 27,1.2160091072304696e-06,-321784.52553095686,88015
598,202526,1851,14,0 1 7 10 12 13 16 17 21 22 23 24 26 27,1.2193521257538938e-06,-322241.5356868304,88220
599,202527,1860,16,0 1 7 10 11 12 13 16 17 20 21 22 23 24 26 27,1.2103304619390327e-06,-323115.39982319856,88428
600,202528,1861,14,1 7 10 11 12 13 16 17 21 22 23 24 26 27,1.1877122759802783e-06,-323762.11246686743,88637
601,202529,1886,15,2 7 9 10 11 12 13 16 17 21 22 23 24 26 27,1.0379125086189286e-06,-323103.94950825255,88871
602,202530,1915,16,2 7 9 10 11 12 13 16 17 20 21 23 24 25 26 27,1.0606830063722365e-06,-323738.514454809,89104
603,202531,1909,15,1 2 7 9 10 11 13 16 17 20 21 24 25 26 27,7.503685110525883e-05,-324256.91148702666,89325
604,202532,1896,14,0 2 7 9 10 13 16 17 20 21 24 25 26 27,7.041425170131384e-05,-325151.37989285646,89611
605,202533,1945,16,0 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,1.8869934561200905e-06,-325296.5746485738,89927
606,202534,1951,16,0 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,1.0738295307454612e-06,-326384.85477751633,90332
607,202535,1962,16,0 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,1.160111943713705e-06,-329110.35694592085,90753
608,202536,1967,15,0 2 7 9 10 11 13 16 17 20 21 24 25 26 27,0.00011364741656618331,-330253.7192345031,91042
609,202537,1967,16,0 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,3.079328189706432e-05,-331237.351884473,91337
610,202538,1985,16,0 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,3.99748649431064e-06,-332039.456279418,91630
611,202539,2034,17,0 1 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,9.707276350915203e-07,-334227.6000719643,91950
612,202540,2028,15,2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,8.602394816488085e-05,-337025.3144376696,92331
613,202541,2031,16,1 2 7 9 10 11 12 13 16 17 20 21 24 25 26 27,2.9395041332952414e-06,-337790.6622972394,92640
614,202542,2014,17,1 2 7 9 10 11 12 13 16 17 20 21 23 24 25 26 27,9.743974728731168e-07,-339063.40912970656,92917
615,202543,1993,15,2 7 9 10 12 13 16 17 20 21 23 24 25 26 27,1.0694270297376969e-06,-341017.2674937374,93167
616,202544,1992,15,2 7 9 10 12 13 16 17 20 21 23 24 25 26 27,9.90980417847954e-07,-341719.6701129106,93387
617,202545,1934,15,2 7 9 10 12 13 16 17 20 21 23 24 25 26 27,1.102705690408328e-06,-342014.50158477644,93575
618,202546,1955,14,0 2 7 10 12 13 16 17 20 21 23 24 26 27,1.2423128292019341e-06,-345306.13073439035,93774
619,202547,1931,11,7 10 11 13 16 17 20 21 24 26 27,0.0001633794241399685,-349463.53183679585,94008
620,202548,1913,16,0 2 7 9 10 11 12 13 16 17 20 21 23 24 26 27,1.3548489131286317e-06,-353170.7205468907,94228
621,202549,1923,17,0 2 6 7 9 10 11 12 13 16 17 20 21 23 24 26 27,1.4474048915847e-06,-359469.01487274957,94337
622,202550,1943,18,0 2 6 7 9 10 11 13 14 15 16 17 21 22 23 24 26 27,1.502980871655466e-06,-363685.23499777616,94430
623,202551,1931,16,0 2 6 7 9 10 11 13 16 17 21 22 23 24 26 27,4.650498125353095e-06,-365547.7220321272,94627
624,202552,1924,14,2 6 7 9 10 11 13 16 17 21 23 24 26 27,2.1927124055969653e-06,-366804.69913415605,94843
625,202601,1904,16,0 2 6 7 9 10 11 13 16 17 21 23 24 25 26 27,1.4111501286283115e-06,-367336.88218638353,94892
626,202602,1925,15,2 6 7 9 10 11 13 15 16 17 21 23 24 26 27,1.282250076147603e-06,-366490.50369147485,94905
627,202603,1931,14,6 7 9 10 11 13 15 16 17 21 23 24 26 27,4.0359488328208815e-06,-366540.28498062486,94925
628,202604,1899,18,1 6 7 9 10 11 13 14 15 16 17 19 21 22 23 24 26 27,1.2138145941011194e-06,-367403.8757071257,94927
629,202605,1885,18,1 6 7 9 10 11 13 14 15 16 17 19 21 22 23 24 26 27,1.1030064297933014e-06,-368057.9909912354,94936
630,202606,1819,15,1 6 7 10 11 13 14 15 17 19 21 22 24 26 27,4.783192581419023e-05,-368188.12821590924,94904
631,202607,1804,15,1 6 7 10 11 13 14 15 17 19 21 22 24 26 27,9.200754531490813e-05,-368078.7139351314,94864
632,202608,1813,16,1 6 7 9 10 11 13 15 17 18 19 21 22 24 26 27,5.9915573228911466e-05,-368120.1267283536,94811
633,202609,1823,16,1 6 7 9 10 11 14 15 17 18 19 21 22 24 26 27,3.132583707511666e-05,-368388.0981623714,94790
634,202610,1836,17,1 6 7 9 10 11 13 15 17 18 19 21 22 24 25 26 27,3.811977677080562e-05,-368762.742458106,94784
635,202611,1825,15,1 6 7 9 10 11 15 17 18 19 21 22 24 26 27,0.00014870311159331602,-369154.51427336916,94825
636,202612,1811,12,1 6 7 11 15 17 18 21 22 24 26 27,3.191849676116531e-05,-370025.7603643192,94869
637,202613,1835,13,1 6 7 10 11 15 17 18 21 22 24 26 27,7.49558320658794e-05,-371079.5467589188,94887
638,202614,1774,12,1 6 7 11 15 17 18 21 22 24 26 27,9.455298983967434e-05,-370956.0982997359,94893
639,202615,1779,13,1 2 6 7 11 15 17 18 21 22 24 26 27,0.00014683924789685792,-371384.15922551794,94922
640,202616,1773,14,1 2 6 7 9 11 15 17 18 21 22 24 26 27,0.00014726131035471514,-372095.1510445577,94933
641,202617,1771,13,2 6 7 9 11 15 17 18 21 22 24 26 27,9.659416908078787e-05,-373066.93775845465,94953
642,202618,1741,14,2 6 7 9 11 15 17 18 21 22 24 25 26 27,0.00010896922483037595,-374684.09938803903,94937
643,202619,1773,17,1 2 3 6 7 11 12 13 15 17 18 21 22 24 25 26 27,9.621219785488132e-07,-373977.9144166524,94895
644,202620,1789,15,0 2 6 7 11 12 13 17 18 19 21 22 24 26 27,2.6457591695831943e-05,-381440.362105784,94847
645,202621,1788,14,0 2 3 6 7 12 15 17 18 19 21 24 26 27,1.599667364325856e-06,-381231.9849725258,94766
646,202622,1784,12,6 7 12 13 15 17 18 19 21 24 26 27,3.511676879536367e-05,-381216.3516018157,94682
647,202623,1788,18,0 2 3 6 7 11 12 13 15 16 17 18 19 20 21 24 26 27,1.202550294570378e-06,-380716.41056432435,94613
648,202624,1742,14,6 7 11 12 15 16 17 18 19 20 21 24 26 27,0.00014448293086332913,-380377.3548250205,94533
649,202625,1756,12,6 7 12 13 15 17 18 19 21 24 26 27,0.00012125108875363307,-380018.1103118344,94420
650,202626,1722,11,6 7 12 15 17 18 19 21 24 26 27,0.0001639863060748252,-380337.6734250998,94312
651,202627,1715,13,0 6 7 9 12 15 17 18 19 21 24 26 27,0.00013531536338763937,-380136.86581943155,94162
652,202628,1701,14,0 1 6 7 9 12 15 17 18 19 21 24 26 27,0.00012445085148162684,-379980.8454530388,94017
653,202629,1699,13,1 6 7 9 13 15 17 18 19 21 24 26 27,7.759535002282436e-05,-382228.3963776552,93850
